,company_ID,company_name,company_pic,company_address,company_phone,company_email,company_field,transaction_date,level_training_process,purchasing_time_patterns,number_of_participants,group,total_payment,satisfaction,communication_channel,complaints,communication_quality,possibility_of_purchasing_the_same_training,frequency_engagement,brand_sustainability,rating_training,tren_mode_factor,interest_in_discount_program,prefered_category,training_ID,training_type,training_name,trainer_name,training_total_meetings,training_price,discount_training,cross_selling,upselling
57,P0058,Asuransi Cigna,Leo Usamah,"Jl. Suryakencana No. 180
Pagaralam, Bengkulu 18802",+62 (009) 149-7195,kawacanatsir@example.net,Konstruksi,2020-02-27,2,bulan,4,Retail,39600000.0,3,phone,netral,sedang,55,10,45,2,Tidak,2,HR Series,B0058,HR Series,People (HR) Analytics: For HR & Non HR Professional,Reza,11,11000000,10,Build A Great and Strong Corporate Culture,People (HR) Analytics: For HR & Non HR Professional
58,P0059,Futaba,"drg. Kiandra Hutagalung, S.Kom","Gang Rajawali Timur No. 9
Pasuruan, Sulawesi Tenggara 52523",+62 (015) 867-9818,pfarida@example.org,Industri Pengolahan,2020-02-28,4,diskon,8,Group,57600000.0,3,social media,positif,bagus,70,15,75,4,Ya,4,HR Series,B0059,HR Series,Build A Great and Strong Corporate Culture,Reza,12,9000000,20,People (HR) Analytics: For HR & Non HR Professional,Build A Great and Strong Corporate Culture
59,P0060,Pama Persada,"Dt. Ibun Prayoga, S.H.","Jl. Suniaraja No. 48
Mojokerto, Maluku 89126",+62-644-992-3702,jaya88@example.com,Aktivitas Keuangan dan Asuransi,2020-02-29,4,diskon,14,Group,58800000.0,5,social media,positif,bagus,85,23,90,5,Ya,5,Finance Series,B0060,Finance Series,International Banking Facility,Ibun,17,7000000,40,Cash Flow & Credit Management,International Banking Facility
60,P0061,Mizuho Balimore Finance,Hamima Natsir,"Gang Waringin No. 9
Manado, Sulawesi Tengah 99024",+62 (01) 432 0094,tampubolonnabila@example.com,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",2020-03-01,3,peristiwa khusus,8,Group,36400000.0,3,social media,positif,bagus,60,17,60,3,Ya,3,Other Series,B0061,Other Series,Health And Safety Environment,Ibun,14,7000000,35,Information Security Awareness,Health And Safety Environment
61,P0062,Assa Rent,Tri Purnawati,"Gang Jayawijaya No. 01
Surakarta, AC 13945",+62 (90) 020 5556,nrima55@example.net,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",2020-03-02,4,musiman,8,Group,31200000.0,3,social media,positif,bagus,75,19,60,3,Ya,4,Office & Administration Series,B0062,Office & Administration Series,Interactive Dashboard with Microsoft Excel,Iqbal,14,6000000,35,Manajemen Filling & Tata Kelola Kantor,Interactive Dashboard with Microsoft Excel
62,P0063,BPD Kaltim,Hari Fujiati,"Gg. Jakarta No. 90
Sawahlunto, Sulawesi Tengah 18302",+62 (20) 902 5533,hassanahputu@example.com,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",2020-03-03,4,diskon,15,Group,45000000.0,5,social media,positif,bagus,90,26,90,5,Ya,5,Other Series,B0063,Other Series,Health And Safety Environment,Ibun,15,5000000,40,Information Security Awareness,Health And Safety Environment
63,P0064,BPRS Buana Mitra Perwira – Purbalingga,Aurora Saptono,"Gang Antapani Lama No. 5
Banjarbaru, SG 30405",+62 (282) 056 7690,melanimustika@example.org,"Pertanian, Kehutanan dan Perikanan",2020-03-04,5,diskon,18,Group,63000000.0,5,social media,positif,bagus,80,27,85,5,Ya,5,Other Series,B0064,Other Series,Health And Safety Environment,Ibun,17,7000000,50,Information Security Awareness,Health And Safety Environment
64,P0065,BPD Kaltim,Ir. Jagapati Rajasa,"Jalan Medokan Ayu No. 370
Padangpanjang, Jawa Barat 42020",+62 (0495) 264 6503,waskitaenteng@example.org,Konstruksi,2020-03-05,5,diskon,12,Group,24000000.0,5,social media,positif,bagus,80,25,90,4,Ya,5,Sales & Marketing Series,B0065,Sales & Marketing Series,Sales Forecasting: for Sales Target Results,Rian,14,4000000,50,Professional Selling Skills,Sales Forecasting: for Sales Target Results
65,P0066,Bank Syariah Patriot,Pangestu Santoso,"Gg. Medokan Ayu No. 7
Bandung, ST 16812",+62-09-465-1852,kenariwinarno@example.com,Konstruksi,2020-03-06,4,diskon,17,Group,112200000.0,5,social media,positif,bagus,90,24,80,5,Ya,5,HR Series,B0066,HR Series,Build A Great and Strong Corporate Culture,Reza,17,11000000,40,People (HR) Analytics: For HR & Non HR Professional,Build A Great and Strong Corporate Culture
66,P0067,Kospin Jasa,Fitria Uwais,"Gang Ciumbuleuit No. 941
Sorong, Sulawesi Barat 71463",(031) 275-2454,hprastuti@example.org,Aktivitas Kesehatan Manusia Dan Aktivitas Sosial,2020-03-07,1,bulan,2,Retail,8000000.0,2,email,negatif,buruk,20,8,30,2,Tidak,1,Other Series,B0067,Other Series,Information Security Awareness,Ibun,8,4000000,0,Health And Safety Environment,Information Security Awareness
67,P0068,Surveyor Indonesia,Mulya Haryanti,"Gang Laswi No. 7
Langsa, KR 98174",+62 (625) 345 3539,ahutapea@example.org,Aktivitas Kesehatan Manusia Dan Aktivitas Sosial,2020-03-08,5,diskon,12,Group,42000000.0,5,social media,positif,bagus,80,26,80,5,Ya,5,Other Series,B0068,Other Series,Health And Safety Environment,Iqbal,17,7000000,50,Information Security Awareness,Health And Safety Environment
68,P0069,BPRS Rahma Syariah,Mustika Halim,"Jl. Ciwastra No. 22
Batu, Maluku Utara 25099",(0316) 508-2742,mprastuti@example.net,Aktivitas Jasa Lainnya,2020-03-09,2,diskon,6,Retail,56100000.0,3,email,netral,sedang,40,12,50,2,Tidak,3,HR Series,B0069,HR Series,People (HR) Analytics: For HR & Non HR Professional,Reza,11,11000000,15,Build A Great and Strong Corporate Culture,People (HR) Analytics: For HR & Non HR Professional
69,P0070,SK Consulting,R. Tomi Kuswoyo,"Jalan Rajawali Barat No. 66
Banjar, Maluku Utara 30463",+62-493-265-2638,zrahmawati@example.org,Aktivitas Keuangan dan Asuransi,2020-03-10,2,bulan,3,Retail,11400000.0,3,phone,netral,bagus,40,12,45,3,Tidak,2,Credit & Collection Series,B0070,Credit & Collection Series,Managing Corporate Collection,Ibun,11,4000000,5,Professional Debt Collection Skills,Managing Corporate Collection
70,P0071,TACO,Almira Kurniawan,"Jl. Lembong No. 77
Sukabumi, Jawa Barat 62211",+62 (044) 201-6835,wnurdiyanti@example.net,Real Estat,2020-03-11,4,diskon,7,Group,39200000.0,4,social media,positif,bagus,75,18,65,4,Ya,4,Finance Series,B0071,Finance Series,International Banking Facility,Ibun,14,7000000,20,Cash Flow & Credit Management,International Banking Facility
71,P0072,TACO,Ella Hutasoit,"Gg. Dipatiukur No. 849
Tegal, Aceh 09680",+62-0995-892-3637,jonomandala@example.com,Aktivitas Jasa Lainnya,2020-03-12,3,diskon,8,Group,61600000.0,3,social media,positif,bagus,75,18,65,4,Ya,4,HR Series,B0072,HR Series,Build A Great and Strong Corporate Culture,Reza,14,11000000,30,People (HR) Analytics: For HR & Non HR Professional,Build A Great and Strong Corporate Culture
72,P0073,TACO,"dr. Ella Pratiwi, M.M.","Jl. Dipenogoro No. 5
Palembang, LA 56584",+62 (0797) 409 0072,rika18@example.com,Aktivitas Keuangan dan Asuransi,2020-03-13,3,bulan,6,Retail,51300000.0,2,social media,netral,buruk,55,12,45,3,Tidak,2,Credit & Collection Series,B0073,Credit & Collection Series,Professional Debt Collection Skills,Ibun,11,9000000,5,Managing Corporate Collection,Professional Debt Collection Skills
73,P0074,Hutama Karya Infrastruktur,Sutan Jarwa Prabowo,"Gang Cikutra Barat No. 93
Sibolga, KB 47987",+62-30-019-5451,danggraini@example.org,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,2020-03-14,4,musiman,8,Group,56000000.0,4,social media,positif,bagus,60,18,65,4,Ya,4,Training Series,B0074,Training Series,Comprehensive Train The Trainers,Alam,14,10000000,30,Drill for Trainers: Mastering 10 Core Trainer's Tools,Comprehensive Train The Trainers
74,P0075,Hutama Karya Infrastruktur,Cawisono Saragih,"Gang Abdul Muis No. 44
Cilegon, Sulawesi Tenggara 75234",+62-060-627-3068,hutasoitnajam@example.net,Aktivitas Badan Internasional Dan Badan Ekstra Internasional Lainnya,2020-03-15,3,bulan,5,Retail,40500000.0,2,phone,netral,sedang,55,12,40,2,Tidak,3,HR Series,B0075,HR Series,People (HR) Analytics: For HR & Non HR Professional,Reza,9,9000000,10,Planning and organizing for stellar performance,People (HR) Analytics: For HR & Non HR Professional
75,P0076,MPM Finance,Laila Handayani,"Gang Pacuan Kuda No. 236
Padang Sidempuan, Papua Barat 70092",+62 (0349) 358-0011,wpermadi@example.org,Pendidikan,2020-03-16,1,bulan,2,Retail,20000000.0,2,email,negatif,buruk,35,9,25,1,Tidak,1,Finance Series,B0076,Finance Series,Cash Flow & Credit Management,Alam,8,10000000,0,Finance for Non Finance Executive,Cash Flow & Credit Management
76,P0077,Bank Of CHina,"Ulva Palastri, S.I.Kom","Gang KH Amin Jasuta No. 07
Prabumulih, PA 13097",+62-13-090-4370,bajraginpermadi@example.org,Pertambangan dan Penggalian,2020-03-17,1,hari spesifik,1,Retail,10000000.0,1,email,negatif,buruk,35,5,25,2,Tidak,2,Office & Administration Series,B0077,Office & Administration Series,Manajemen Filling & Tata Kelola Kantor,Iqbal,8,10000000,0,Secretary Development Program,Manajemen Filling & Tata Kelola Kantor
77,P0078,Bank Mestika Dharma (Tim Procurement),Karsana Rajata,"Jalan Rajawali Timur No. 19
Padang, MA 51574",+62 (005) 415 2799,jaeman88@example.org,"Kesenian, Hiburan Dan Rekreasi",2020-03-18,2,hari spesifik,5,Retail,47500000.0,2,social media,netral,sedang,45,12,45,3,Tidak,3,Training Series,B0078,Training Series,Comprehensive Train The Trainers,Haris,11,10000000,5,Drill for Trainers: Mastering 10 Core Trainer's Tools,Comprehensive Train The Trainers
78,P0079,Bank Mestika Dharma (Tim Procurement),Gawati Uyainah,"Gang M.T Haryono No. 208
Salatiga, Lampung 17581",+62 (40) 685 0687,wastutirini@example.com,Aktivitas Kesehatan Manusia Dan Aktivitas Sosial,2020-03-19,4,diskon,8,Group,38400000.0,4,social media,positif,bagus,60,19,60,4,Ya,4,Training Series,B0079,Training Series,Train The Trainer For Outbond (Indoor-outdoor) Activity,Haris,14,6000000,20,Comprehensive Train The Trainers,Train The Trainer For Outbond (Indoor-outdoor) Activity
79,P0080,PP (Persero) Tbk,Lanang Novitasari,"Gang Rajawali Timur No. 495
Palangkaraya, SR 92723",(0163) 500 5525,auyainah@example.org,IPenyediaan Akomodasi Dan Penyediaan Makan Minum,2020-03-20,4,diskon,7,Group,27300000.0,3,social media,positif,bagus,75,16,60,3,Ya,4,Sales & Marketing Series,B0080,Sales & Marketing Series,Sales Forecasting: for Sales Target Results,Rian,13,6000000,35,Professional Selling Skills,Sales Forecasting: for Sales Target Results
80,P0081,BPRS HIK Cibitung,Yosef Maulana,"Gg. Moch. Ramdan No. 4
Blitar, PB 54490",+62-580-499-6446,uchitakusumo@example.com,Aktivitas Kesehatan Manusia Dan Aktivitas Sosial,2020-03-21,4,diskon,11,Group,16500000.0,4,social media,positif,bagus,60,16,70,4,Ya,3,Other Series,B0081,Other Series,Information Security Awareness,Ibun,11,2000000,25,Health And Safety Environment,Information Security Awareness
81,P0082,SK Consulting,Drs. Bakijan Utami,"Gg. Siliwangi No. 4
Denpasar, NB 22332",+62 (848) 391 4000,aditya32@example.org,Konstruksi,2020-03-22,5,diskon,13,Group,70200000.0,5,social media,positif,bagus,80,21,80,5,Ya,5,HR Series,B0082,HR Series,Build A Great and Strong Corporate Culture,Reza,15,9000000,40,People (HR) Analytics: For HR & Non HR Professional,Build A Great and Strong Corporate Culture
82,P0083,TACO,Sadina Halim,"Gg. Sadang Serang No. 22
Kota Administrasi Jakarta Barat, Jawa Timur 00117",+62 (0933) 616-9029,salahudindagel@example.net,Aktivitas Jasa Lainnya,2020-03-23,5,diskon,14,Group,61600000.0,4,social media,positif,bagus,90,26,85,5,Ya,5,HR Series,B0083,HR Series,Build A Great and Strong Corporate Culture,Reza,17,11000000,60,Planning and organizing for stellar performance,Build A Great and Strong Corporate Culture
83,P0084,Jasaraharja Lampung,Rina Ardianto,"Gg. Jend. Sudirman No. 615
Kota Administrasi Jakarta Timur, Sulawesi Selatan 72786",(098) 001 0491,bagus93@example.org,Industri Pengolahan,2020-03-24,4,diskon,13,Group,64350000.0,5,social media,positif,bagus,90,27,90,4,Ya,5,HR Series,B0084,HR Series,Build A Great and Strong Corporate Culture,Lukas,17,11000000,55,People (HR) Analytics: For HR & Non HR Professional,Build A Great and Strong Corporate Culture
84,P0085,MPM Finance,R.A. Victoria Widiastuti,"Jl. Laswi No. 41
Balikpapan, Bali 22796",+62 (75) 149-4956,luishalimah@example.org,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",2020-03-25,4,diskon,13,Group,85800000.0,5,social media,positif,bagus,90,26,85,5,Ya,5,Office & Administration Series,B0085,Office & Administration Series,Manajemen Filling & Tata Kelola Kantor,Iqbal,17,11000000,40,Interactive Dashboard with Microsoft Excel,Manajemen Filling & Tata Kelola Kantor
85,P0086,Bank Of China,"Anom Rahayu, M.M.","Gg. H.J Maemunah No. 0
Tual, JT 09272",+62-082-487-1007,olivia81@example.net,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",2020-03-26,2,bulan,1,Retail,4000000.0,2,email,negatif,buruk,35,9,35,2,Tidak,2,Other Series,B0086,Other Series,Information Security Awareness,Ibun,8,4000000,0,Customer Service Excellence For Basic and Frontliner,Information Security Awareness
86,P0087,Kereta Cepat Indonesia China (KCIC),Suci Hutasoit,"Jl. Soekarno Hatta No. 923
Sungai Penuh, Sumatera Selatan 79557",0899701047,dyulianti@example.com,Pendidikan,2020-03-27,4,diskon,8,Group,52000000.0,4,social media,positif,sedang,60,16,60,4,Ya,4,Training Series,B0087,Training Series,Comprehensive Train The Trainers,Haris,14,10000000,35,Train The Trainer For Outbond (Indoor-outdoor) Activity,Comprehensive Train The Trainers
87,P0088,CSUL,Candra Maryati,"Jl. HOS. Cokroaminoto No. 575
Sukabumi, NB 35035",088 586 1836,latupononilam@example.org,"Pertanian, Kehutanan dan Perikanan",2020-03-28,2,bulan,4,Retail,10800000.0,2,phone,netral,sedang,50,13,45,2,Tidak,3,Other Series,B0088,Other Series,Information Security Awareness,Ibun,9,3000000,10,Health And Safety Environment,Information Security Awareness
88,P0089,BPRS Dhinar Asri,Among Uyainah,"Jalan Surapati No. 1
Tegal, JB 06441",+62-815-141-9754,tarihoranlembah@example.net,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,2020-03-29,4,musiman,8,Group,52000000.0,4,social media,positif,bagus,70,19,70,4,Ya,4,Training Series,B0089,Training Series,Comprehensive Train The Trainers,Haris,14,10000000,35,Train The Trainer For Outbond (Indoor-outdoor) Activity,Comprehensive Train The Trainers
89,P0090,Indonesia  Teijin Dupont,Asmadi Adriansyah,"Gang Tubagus Ismail No. 137
Tual, SU 60966",(060) 338-3844,endrawidiastuti@example.com,Informasi Dan Komunikasi,2020-03-30,5,diskon,15,Group,90000000.0,5,social media,positif,bagus,80,27,85,5,Ya,5,Training Series,B0090,Training Series,Comprehensive Train The Trainers,Haris,17,10000000,40,Train The Trainer For Outbond (Indoor-outdoor) Activity,Comprehensive Train The Trainers
90,P0091,Hyundai Motors Indonesia,"R.A. Mutia Safitri, S.Sos","Jalan Kutisari Selatan No. 9
Ambon, Sulawesi Barat 35851",+62 (0802) 095 2845,balamantri28@example.org,Informasi Dan Komunikasi,2020-03-31,4,diskon,7,Group,56000000.0,4,social media,positif,bagus,70,16,65,4,Ya,4,Training Series,B0091,Training Series,Comprehensive Train The Trainers,Haris,14,10000000,20,Train The Trainer For Outbond (Indoor-outdoor) Activity,Comprehensive Train The Trainers
91,P0092,Indowire Prima Industrindo,Estiono Pudjiastuti,"Gg. M.H Thamrin No. 209
Tangerang, PA 84385",(086) 100-4061,qwaskita@example.org,Aktivitas Kesehatan Manusia Dan Aktivitas Sosial,2020-04-01,4,diskon,15,Group,47250000.0,5,social media,positif,bagus,85,29,90,5,Ya,5,Other Series,B0092,Other Series,Health And Safety Environment,Ibun,17,7000000,55,Information Security Awareness,Health And Safety Environment
92,P0093,Indowire Prima Industrindo,Emil Uyainah,"Gg. Ciumbuleuit No. 65
Sabang, Kalimantan Selatan 62163",+62 (061) 843 9088,pwaluyo@example.net,Informasi Dan Komunikasi,2020-04-02,5,diskon,16,Group,88000000.0,5,social media,positif,bagus,85,23,85,4,Ya,5,Training Series,B0093,Training Series,Comprehensive Train The Trainers,Haris,17,10000000,45,Train The Trainer For Outbond (Indoor-outdoor) Activity,Comprehensive Train The Trainers
93,P0094,Hutama Karya Infrastruktur,"Patricia Simanjuntak, S.Pd","Gg. Peta No. 852
Semarang, KB 15336",(082) 151-3544,andrianiwadi@example.com,Aktivitas Kesehatan Manusia Dan Aktivitas Sosial,2020-04-03,5,diskon,17,Group,71400000.0,5,social media,positif,bagus,90,24,80,4,Ya,5,Other Series,B0094,Other Series,Health And Safety Environment,Ibun,17,7000000,40,Information Security Awareness,Health And Safety Environment
94,P0095,Bank Of CHina,Rachel Fujiati,"Gang Yos Sudarso No. 33
Kota Administrasi Jakarta Pusat, Kalimantan Timur 90924",+62-86-223-8214,moktaviani@example.org,Konstruksi,2020-04-04,3,bulan,5,Retail,31500000.0,2,phone,netral,sedang,55,10,50,2,Tidak,3,Sales & Marketing Series,B0095,Sales & Marketing Series,Sales Forecasting: for Sales Target Results,Rian,11,7000000,10,Marketing Research For Business Using SPSS,Sales Forecasting: for Sales Target Results
95,P0096,MPM Finance,Tgk. Janet Iswahyudi,"Gang Cihampelas No. 607
Banjarmasin, PB 20685",+62-0354-549-4172,maryanto21@example.org,Industri Pengolahan,2020-04-05,3,bulan,4,Retail,22800000.0,3,phone,netral,sedang,45,10,45,3,Tidak,3,Sales & Marketing Series,B0096,Sales & Marketing Series,Professional Selling Skills,Rian,9,6000000,5,Marketing Research For Business Using SPSS,Professional Selling Skills
96,P0097,Bank Sumut,Vanya Pranowo,"Gg. Kutai No. 990
Palopo, Nusa Tenggara Timur 93919",+62-071-536-4674,luwes91@example.org,Aktivitas Kesehatan Manusia Dan Aktivitas Sosial,2020-04-06,2,hari spesifik,1,Retail,4000000.0,1,email,negatif,buruk,25,9,25,1,Tidak,1,Other Series,B0097,Other Series,Information Security Awareness,Ibun,8,4000000,0,Customer Service Excellence For Basic and Frontliner,Information Security Awareness
97,P0098,Frisan Flag Indonesia,Wakiman Sitompul,"Gg. Pacuan Kuda No. 975
Banda Aceh, ST 40309",+62-985-689-7201,wpradana@example.com,Pertambangan dan Penggalian,2020-04-07,5,diskon,16,Group,57600000.0,5,social media,positif,bagus,80,28,85,5,Ya,5,Office & Administration Series,B0098,Office & Administration Series,Interactive Dashboard with Microsoft Excel,Iqbal,17,6000000,40,Manajemen Filling & Tata Kelola Kantor,Interactive Dashboard with Microsoft Excel
98,P0099,BI Institute,drg. Hamima Pradipta,"Gg. Joyoboyo No. 52
Bandung, NT 22590",(0060) 490 2172,kunthara13@example.org,IPenyediaan Akomodasi Dan Penyediaan Makan Minum,2020-04-08,3,hari spesifik,5,Retail,33250000.0,2,phone,netral,sedang,50,12,50,3,Tidak,3,Sales & Marketing Series,B0099,Sales & Marketing Series,Sales Forecasting: for Sales Target Results,Rian,11,7000000,5,Marketing Research For Business Using SPSS,Sales Forecasting: for Sales Target Results
99,P0100,BPRS HIK Cibitung ,Jefri Saputra,"Gang Siliwangi No. 68
Kota Administrasi Jakarta Utara, ST 97357",+62-800-889-8529,emong39@example.com,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan dan Penunjang Usaha Lainnya",2020-04-09,4,musiman,10,Group,32000000.0,4,social media,positif,sedang,70,19,70,3,Ya,4,Credit & Collection Series,B0100,Credit & Collection Series,Managing Corporate Collection,Ibun,14,4000000,20,Professional Debt Collection Skills,Managing Corporate Collection
100,P0101,Bank Fama International,Lintang Nasyiah,"Jalan HOS. Cokroaminoto No. 21
Kediri, AC 12508",+62-09-613-5022,vwacana@example.net,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",2020-04-10,3,diskon,10,Group,48000000.0,4,social media,positif,bagus,75,17,60,4,Ya,3,Training Series,B0101,Training Series,Train The Trainer For Outbond (Indoor-outdoor) Activity,Haris,14,6000000,20,Drill for Trainers: Mastering 10 Core Trainer's Tools,Train The Trainer For Outbond (Indoor-outdoor) Activity
