sales_ID,sales_name,sales_email,sales_phone
S0346,Galak Mansur,mustofawulandari@gmail.com,(0558) 805 7597
S0347,Reksa Puspita,esitumorang@hotmail.com,+62 (094) 171-7915
S0348,Rafi Wacana,utamihadi@yahoo.com,085 725 6068
S0349,Balijan Waskita,hani76@yahoo.com,+62 (040) 865 6713
S0350,Paramita Hasanah,primaramadan@yahoo.com,+62-342-518-6598
S0351,Makuta Mayasari,iriana81@yahoo.com,+62 (01) 663 9733
S0352,T. Niyaga Gunarto,prabowo89@hotmail.com,+62-026-948-1324
S0353,dr. Calista Rahmawati,harsana79@gmail.com,(034) 561-5188
S0354,Mila Usamah,marsudiaryani@yahoo.com,0879120784
S0355,"Harsanto Kuswoyo, S.E.",waluyo66@yahoo.com,+62 (072) 023-9279
S0356,Hana Sihombing,elisa78@hotmail.com,(065) 007 4606
S0357,Unjani Rajata,permadinabila@gmail.com,(014) 996-6578
S0358,R. Wulan Suartini,titin71@gmail.com,+62 (897) 483-9744
S0359,Icha Laksita,betania87@hotmail.com,+62 (493) 803 3127
S0360,"Martani Samosir, M.TI.",ysantoso@gmail.com,+62 (573) 506 4335
S0361,Gaduh Halimah,silvia84@yahoo.com,+62-0781-688-4566
S0362,Paris Anggriawan,dongoransarah@gmail.com,+62 (081) 387 6047
S0363,Nurul Agustina,megantaraemin@hotmail.com,+62 (0519) 239 9375
S0364,Tantri Prasetyo,ssamosir@yahoo.com,+62 (852) 403-1304
S0365,Heru Haryanti,suryatmidanang@hotmail.com,+62 (007) 644 5319
S0366,"Cut Rahmi Nugroho, S.E.I",ziziprastuti@yahoo.com,(084) 188-7142
S0367,"Cahyono Gunarto, M.M.",kgunarto@yahoo.com,(0297) 439-9308
S0368,"Kuncara Wibowo, S.H.",uyainahgangsar@hotmail.com,+62 (771) 564-1434
S0369,"Hendra Damanik, S.Psi",haryantidaruna@yahoo.com,+62-095-363-9440
S0370,"R. Bakiman Permata, S.Ked",agustinayani@hotmail.com,(0023) 283 5105
S0371,Cut Amalia Mustofa,jlatupono@yahoo.com,+62 (0077) 836-5095
S0372,"T. Hardi Rajata, S.Sos",ramadanluis@gmail.com,+62 (081) 746-6499
S0373,Zizi Kuswoyo,pradiptayahya@hotmail.com,+62 (380) 763-8889
S0374,Ira Nababan,jprasetya@gmail.com,0814695999
S0375,Rafid Palastri,tami23@gmail.com,+62 (362) 304 1429
S0376,Adinata Kuswandari,viktor38@yahoo.com,(093) 837 9097
S0377,"Tgk. Najwa Nainggolan, S.Kom",busamah@gmail.com,+62 (90) 310-7208
S0378,T. Kariman Sihotang,nyomansafitri@yahoo.com,(0810) 635 4511
S0379,Marwata Wibisono,karyasitumorang@gmail.com,084 462 7117
S0380,Reksa Sihotang,alambana58@gmail.com,+62 (23) 478-2917
S0381,Putri Tarihoran,ukuswoyo@yahoo.com,+62 (077) 857-0661
S0382,Sutan Olga Prabowo,utamaega@yahoo.com,+62-113-219-7507
S0383,Nasim Rajata,shalimah@gmail.com,+62 (70) 622 7745
S0384,"T. Galuh Saragih, M.Pd",paulin01@hotmail.com,+62 (808) 768 2497
S0385,Lasmono Mayasari,sudiatigading@yahoo.com,(0810) 410 4512
S0386,Hafshah Tampubolon,tsantoso@gmail.com,+62 (070) 509-7532
S0387,drg. Candrakanta Mansur,elisaharyanti@gmail.com,+62 (0580) 613-7353
S0388,Zizi Puspita,cagerirawan@yahoo.com,+62 (99) 877 1968
S0389,Fathonah Adriansyah,pradiptakamal@gmail.com,+62 (910) 456 0494
S0390,"Upik Astuti, M.Farm",eanggriawan@hotmail.com,0815726569
S0391,Mutia Permadi,namagasurya@hotmail.com,0862845244
S0392,Violet Suartini,taswirkusmawati@yahoo.com,(0397) 221-5790
S0393,R.A. Ophelia Andriani,vhakim@hotmail.com,+62 (128) 621 6360
S0394,Martana Handayani,mpurnawati@gmail.com,+62-552-596-4529
S0395,Harsana Wasita,mahendraartanto@hotmail.com,(0267) 811 3460
S0396,Emong Sirait,taufan05@hotmail.com,+62-968-857-9738
S0397,drg. Harto Irawan,ihsanmulyani@yahoo.com,+62 (0332) 958-0237
S0398,Rika Tarihoran,jailanijaeman@yahoo.com,+62 (66) 931 2579
S0399,Arta Wahyudin,alikapurnawati@gmail.com,+62 (083) 995-1328
S0400,"Murti Pangestu, S.IP",shidayanto@gmail.com,+62 (29) 067-1496
S0401,Patricia Usamah,usadacahyadi@hotmail.com,+62-0786-800-9296
S0402,"R. Bella Maulana, M.TI.",aryaniibrani@yahoo.com,+62 (024) 355-8841
S0403,Rahmi Prastuti,onihutasoit@hotmail.com,+62-40-241-9905
S0404,Hafshah Andriani,akarsana00@gmail.com,+62 (48) 653-2175
S0405,Nadine Hasanah,pmansur@gmail.com,+62 (029) 755-5944
S0406,"R. Padmi Prabowo, S.Gz",kurnia44@yahoo.com,+62 (0092) 765-9321
S0407,"Dr. Jasmin Suryatmi, S.Sos",atma36@hotmail.com,+62 (088) 435-3509
S0408,Yuni Najmudin,cahyabudiyanto@hotmail.com,+62-374-793-8190
S0409,"Upik Sitorus, S.IP",muhammad02@yahoo.com,+62 (016) 458-2071
S0410,R.M. Dariati Laksmiwati,prakosayulianti@yahoo.com,+62 (0760) 933 0540
S0411,"Cut Belinda Melani, M.Farm",prayitna07@yahoo.com,+62 (077) 243-8600
S0412,Vanya Kusmawati,dongoranbudi@gmail.com,(052) 486 1107
S0413,Gasti Tarihoran,sihombingclara@gmail.com,+62 (0807) 149 0096
S0414,Tgk. Kurnia Mansur,laraspermata@hotmail.com,+62-81-144-9402
S0415,Gamanto Setiawan,owijaya@yahoo.com,+62 (053) 367-3619
S0416,Jarwi Saefullah,hesti55@hotmail.com,(062) 158 5644
S0417,Nabila Gunawan,dasanasyiah@hotmail.com,+62 (80) 417 6321
S0418,"Ella Budiyanto, S.T.",bwinarno@gmail.com,(074) 595 5828
S0419,"Drs. Safina Sudiati, S.Kom",qkurniawan@gmail.com,+62-0025-033-3072
S0420,Endah Wibisono,atampubolon@hotmail.com,+62 (11) 413-0960
S0421,Vivi Prasetya,bagusuyainah@hotmail.com,+62 (0442) 270-6801
S0422,"Puti Cinta Mandala, S.I.Kom",kasiranhariyah@yahoo.com,(0228) 403 4014
S0423,R.M. Danu Purwanti,nyoman47@yahoo.com,+62 (903) 731 3551
S0424,Jefri Nurdiyanti,whutasoit@hotmail.com,+62-102-172-5657
S0425,Mulya Sihombing,tirtayasawaskita@hotmail.com,(026) 950 6600
S0426,Puti Febi Firmansyah,ahakim@gmail.com,+62 (0002) 222 6347
S0427,"Puti Nadia Anggraini, S.Pt",mahendraelvina@yahoo.com,(050) 466-5910
S0428,Olga Andriani,cemani13@hotmail.com,+62 (82) 338 8435
S0429,"KH. Taufik Mahendra, M.M.",sudiatiwani@gmail.com,+62-0767-914-9921
S0430,Halima Nugroho,gyulianti@yahoo.com,+62-057-762-3061
S0431,Mulyanto Saputra,jokosiregar@gmail.com,+62-036-388-6778
S0432,Hasna Hutagalung,kanipertiwi@yahoo.com,089 237 8801
S0433,Ika Marpaung,simbolonpia@hotmail.com,+62 (41) 544-4438
S0434,Asirwada Hutapea,safitriwakiman@hotmail.com,(0951) 697 4546
S0435,"Kayla Dongoran, S.Kom",yolandajagaraga@hotmail.com,+62-063-895-7304
S0436,Titin Prayoga,mandasarikarja@yahoo.com,0812663419
S0437,Dr. Endra Saefullah,cakrabirawa51@yahoo.com,(003) 804-4928
S0438,Dono Waskita,setiawanparis@gmail.com,+62 (54) 690 5604
S0439,Kunthara Hutasoit,winarsihmulya@hotmail.com,0887814001
S0440,"Drs. Ira Sihombing, S.H.",oliva56@yahoo.com,(093) 117 1566
S0441,KH. Rahman Kusmawati,dartono65@yahoo.com,+62 (031) 646-6792
S0442,Ida Novitasari,bmulyani@hotmail.com,+62 (22) 949 3182
S0443,Ajeng Tamba,vanesanashiruddin@yahoo.com,+62-515-860-7818
S0444,Vivi Puspasari,karsamandasari@gmail.com,0835070326
S0445,Caturangga Iswahyudi,fujiatimelinda@gmail.com,+62 (005) 033 8867
S0446,Tgk. Atma Rahayu,nardi07@gmail.com,+62 (0226) 382 1547
S0447,"Ir. Zelaya Tampubolon, M.TI.",mardhiyahfathonah@gmail.com,(0969) 962-9219
S0448,"Dt. Harsana Situmorang, S.E.I",jayalatupono@gmail.com,+62 (0583) 752-3227
S0449,"Widya Lazuardi, S.Farm",tyuniar@yahoo.com,(022) 980-1204
S0450,Silvia Ramadan,omayasari@gmail.com,+62 (065) 907 6157
S0451,Jamal Wahyudin,ramasuartini@gmail.com,(0287) 105 8714
S0452,"Puti Fitriani Gunawan, S.E.I",csafitri@gmail.com,+62 (47) 323-3161
S0453,Lidya Saptono,lurhuranggriawan@gmail.com,+62-048-556-7301
S0454,drg. Unjani Sudiati,brahayu@gmail.com,(000) 657 2824
S0455,"Dr. Mahfud Agustina, S.Pd",dewi06@gmail.com,+62-847-801-5153
S0456,Almira Permata,dprabowo@hotmail.com,(0748) 953-0551
S0457,"Bancar Maryadi, S.Sos",awinarsih@yahoo.com,+62 (905) 273 6987
S0458,"Irfan Tarihoran, M.Farm",vanya41@yahoo.com,+62 (868) 733-0416
S0459,Yahya Permata,nurulpratiwi@hotmail.com,+62-440-408-0837
S0460,Fitriani Nugroho,sudiatielvina@yahoo.com,+62 (213) 995-7865
S0461,R.A. Hesti Zulkarnain,harjoprasetya@hotmail.com,+62 (552) 200-9956
S0462,Luwes Hariyah,victoriauyainah@hotmail.com,+62 (19) 875 1045
S0463,Jelita Anggriawan,pardi91@gmail.com,+62-158-901-7719
S0464,Tania Marpaung,qhutagalung@gmail.com,(044) 588-7124
S0465,Sari Nashiruddin,pradanalantar@yahoo.com,+62 (099) 971-4730
S0466,Lantar Pranowo,ghani49@gmail.com,+62-0213-303-1390
S0467,H. Ajiman Prasasta,prayogadarmanto@hotmail.com,+62 (056) 334-9561
S0468,Bahuwirya Prasetyo,pudjiastutiempluk@yahoo.com,+62-91-285-8832
S0469,"Sakura Wulandari, S.Psi",rendypuspasari@hotmail.com,+62 (046) 426 7764
S0470,Rahayu Napitupulu,tprastuti@gmail.com,082 255 3751
S0471,"Gilang Situmorang, S.Ked",osimanjuntak@hotmail.com,+62 (27) 510-7589
S0472,Farah Suryono,prasetyo73@hotmail.com,+62-029-019-6787
S0473,Tgk. Talia Halim,dpratama@gmail.com,(0470) 279 6391
S0474,Silvia Handayani,gilangmansur@hotmail.com,(0931) 823-0717
S0475,Rangga Lazuardi,mardianto@gmail.com,0898696673
S0476,"Dirja Irawan, S.E.",gantar83@yahoo.com,0844682708
S0477,Harjaya Santoso,yusuf03@yahoo.com,+62 (0311) 388-6640
S0478,"KH. Maryadi Simbolon, S.Sos",maulanaelvina@gmail.com,+62 (95) 747 5606
S0479,Hendra Melani,argono30@hotmail.com,+62-0976-998-5774
S0480,"Drs. Novi Situmorang, M.TI.",smaulana@yahoo.com,+62 (066) 931 4307
S0481,Mila Gunawan,cagak44@hotmail.com,+62-061-625-1898
S0482,Sutan Johan Permata,astutiprayitna@yahoo.com,083 567 7036
S0483,Ellis Wibisono,hidayatemin@hotmail.com,+62-09-118-0683
S0484,"Cut Indah Mansur, S.T.",iharyanti@yahoo.com,+62-68-730-6502
S0485,Dt. Dalimin Nababan,vinsen81@gmail.com,080 413 9805
S0486,Gamani Permata,wasitaraden@gmail.com,(0084) 115 2124
S0487,"Limar Adriansyah, M.Pd",permadicandrakanta@gmail.com,+62 (0810) 137 8629
S0488,Titi Padmasari,malikasaragih@gmail.com,+62-080-675-1487
S0489,Viktor Suryono,ichatampubolon@gmail.com,+62 (025) 520 6067
S0490,"H. Candra Puspita, S.Sos",yuliantijagapati@gmail.com,+62 (80) 428 4135
S0491,Prasetya Farida,piatamba@yahoo.com,+62-0781-319-6851
S0492,Cemeti Widodo,diah56@hotmail.com,+62 (0026) 572 1310
S0493,Cut Elvina Yulianti,siraitrahman@yahoo.com,+62-328-328-8571
S0494,"Mahdi Kurniawan, M.Kom.",emin53@yahoo.com,(0160) 168-2825
S0495,"Shakila Haryanti, S.Farm",thamrinana@hotmail.com,(0011) 553-3552
S0496,Ana Utami,nurainipangeran@hotmail.com,0877268021
S0497,"drg. Kawaca Widiastuti, S.Gz",dindauwais@yahoo.com,0868227267
S0498,Salsabila Prasetyo,kurniasudiati@gmail.com,(039) 611-9238
S0499,Kamidin Winarsih,kemal05@gmail.com,+62-059-681-5003
S0500,"Tgk. Mala Prakasa, S.Pd",niyaga35@yahoo.com,(027) 734-1578
S0195,"Sutan Gaman Maulana, S.Pd",xmaryati@hotmail.com,082 280 6622
S0091,Hj. Eva Nugroho,yolandaedison@gmail.com,+62-0222-852-1915
S0477,Harjaya Santoso,yusuf03@yahoo.com,+62 (0311) 388-6640
S0011,Dr. Dewi Jailani,gunawanjefri@hotmail.com,+62 (790) 054-5863
S0048,drg. Nadia Halimah,pia94@gmail.com,0828955458
S0261,Gina Mandasari,agus60@hotmail.com,+62 (0860) 997-0591
S0495,"Shakila Haryanti, S.Farm",thamrinana@hotmail.com,(0011) 553-3552
S0125,Jatmiko Anggraini,galar61@yahoo.com,0842297269
S0225,Sutan Hasta Riyanti,budilaksmiwati@gmail.com,(093) 952 2875
S0125,Jatmiko Anggraini,galar61@yahoo.com,0842297269
S0197,"Wulan Halimah, S.Pt",cindy19@hotmail.com,+62 (0350) 257 6522
S0400,"Murti Pangestu, S.IP",shidayanto@gmail.com,+62 (29) 067-1496
S0339,"Yulia Sirait, S.Gz",raditsimbolon@hotmail.com,+62 (271) 621 3412
S0406,"R. Padmi Prabowo, S.Gz",kurnia44@yahoo.com,+62 (0092) 765-9321
S0493,Cut Elvina Yulianti,siraitrahman@yahoo.com,+62-328-328-8571
S0215,Hamima Thamrin,qkuswandari@hotmail.com,+62-09-806-3782
S0214,Karimah Kuswandari,fmayasari@gmail.com,+62-009-687-9325
S0093,R. Tantri Wasita,victoriakuswandari@hotmail.com,+62 (079) 960 5643
S0327,Ajeng Wahyuni,hanimahendra@gmail.com,+62 (80) 726-9775
S0107,"Yani Pranowo, S.Kom",prabowo05@gmail.com,+62 (008) 519-1560
S0093,R. Tantri Wasita,victoriakuswandari@hotmail.com,+62 (079) 960 5643
S0387,drg. Candrakanta Mansur,elisaharyanti@gmail.com,+62 (0580) 613-7353
S0156,Tgk. Karimah Saefullah,jyuniar@yahoo.com,088 369 5581
S0130,"Ilsa Megantara, M.Ak",jailanihilda@gmail.com,+62 (74) 936 2783
S0264,Jamalia Riyanti,dindawasita@hotmail.com,(043) 880 2214
S0416,Jarwi Saefullah,hesti55@hotmail.com,(062) 158 5644
S0454,drg. Unjani Sudiati,brahayu@gmail.com,(000) 657 2824
S0497,"drg. Kawaca Widiastuti, S.Gz",dindauwais@yahoo.com,0868227267
S0004,Indah Sihombing,vmarpaung@hotmail.com,+62 (087) 511-0540
S0434,Asirwada Hutapea,safitriwakiman@hotmail.com,(0951) 697 4546
S0086,Agnes Nainggolan,klaksmiwati@gmail.com,+62-55-845-0129
S0344,"R.M. Jais Andriani, S.Farm",bpangestu@hotmail.com,(0990) 918-2921
S0072,"dr. Hani Pratiwi, S.Gz",pangestucindy@hotmail.com,+62-010-001-2642
S0384,"T. Galuh Saragih, M.Pd",paulin01@hotmail.com,+62 (808) 768 2497
S0237,Febi Rahayu,elmairawan@hotmail.com,0866609353
S0014,Ciaobella Habibi,vpalastri@gmail.com,+62-116-509-1336
S0308,"Dariati Laksmiwati, S.H.",namagaharto@hotmail.com,+62 (603) 571 1302
S0104,Carla Susanti,tarihorankawaca@hotmail.com,+62-061-179-7693
S0186,"Edison Maheswara, S.T.",nalar54@hotmail.com,+62-083-081-7215
S0032,Galiono Wibisono,vimanusamah@yahoo.com,+62-25-782-9439
S0195,"Sutan Gaman Maulana, S.Pd",xmaryati@hotmail.com,082 280 6622
S0317,Jaeman Ramadan,pangestubakiman@gmail.com,+62 (060) 060 1083
S0402,"R. Bella Maulana, M.TI.",aryaniibrani@yahoo.com,+62 (024) 355-8841
S0265,Julia Sinaga,wanipranowo@yahoo.com,+62 (33) 921-4932
S0061,"Karimah Putra, S.E.",malika08@gmail.com,(016) 433-2412
S0179,Hj. Rina Rahimah,ilsabudiyanto@hotmail.com,+62 (27) 692-4596
S0373,Zizi Kuswoyo,pradiptayahya@hotmail.com,+62 (380) 763-8889
S0338,"Makuta Lailasari, S.Pd",kania49@yahoo.com,+62-0571-181-7351
S0099,"Hj. Rahmi Budiyanto, M.Ak",gaimandongoran@hotmail.com,+62-030-684-9275
S0443,Ajeng Tamba,vanesanashiruddin@yahoo.com,+62-515-860-7818
S0220,Ulva Mandala,yyolanda@yahoo.com,+62 (72) 294-8352
S0277,Upik Haryanti,zahra40@yahoo.com,+62-705-677-3233
S0381,Putri Tarihoran,ukuswoyo@yahoo.com,+62 (077) 857-0661
S0450,Silvia Ramadan,omayasari@gmail.com,+62 (065) 907 6157
S0271,"Kayla Wijayanti, M.Ak",margana27@hotmail.com,+62-056-231-4037
S0294,"T. Harimurti Hassanah, S.E.",nyulianti@yahoo.com,089 805 2296
S0127,Puput Firgantoro,fprayoga@yahoo.com,+62 (23) 734-2324
S0093,R. Tantri Wasita,victoriakuswandari@hotmail.com,+62 (079) 960 5643
S0496,Ana Utami,nurainipangeran@hotmail.com,0877268021
S0296,Ganda Prakasa,bajragin45@yahoo.com,+62-38-325-2930
S0275,"Ina Usada, S.Farm",ymustofa@hotmail.com,0865768520
S0453,Lidya Saptono,lurhuranggriawan@gmail.com,+62-048-556-7301
S0225,Sutan Hasta Riyanti,budilaksmiwati@gmail.com,(093) 952 2875
S0285,H. Artawan Riyanti,asirwanda60@gmail.com,086 410 9991
S0273,Damu Mulyani,usamahlaksana@gmail.com,+62 (002) 192 7841
S0069,Cawuk Simbolon,mmandala@yahoo.com,+62 (61) 829-5574
S0062,"Hj. Ana Mansur, S.T.",zlestari@gmail.com,(0070) 544-8744
S0006,Bagiya Oktaviani,mayasarinurul@gmail.com,+62-11-317-3647
S0245,Kuncara Pudjiastuti,wastutilukman@hotmail.com,+62-0223-476-4412
S0407,"Dr. Jasmin Suryatmi, S.Sos",atma36@hotmail.com,+62 (088) 435-3509
S0242,"Maya Prabowo, M.Pd",hfirmansyah@gmail.com,+62-816-557-6725
S0354,Mila Usamah,marsudiaryani@yahoo.com,0879120784
S0162,Lintang Rajasa,cagak13@hotmail.com,+62-381-845-6086
S0312,Hamzah Handayani,prasetyateddy@yahoo.com,081 029 6715
S0227,KH. Asman Prabowo,fyuliarti@hotmail.com,+62-25-047-1127
S0218,dr. Zulfa Ramadan,limar12@gmail.com,(007) 407-3829
S0485,Dt. Dalimin Nababan,vinsen81@gmail.com,080 413 9805
S0450,Silvia Ramadan,omayasari@gmail.com,+62 (065) 907 6157
S0022,Lukman Melani,putama@hotmail.com,+62 (0404) 744 1467
S0143,"Bakijan Salahudin, M.Pd",padmasarimutia@hotmail.com,+62 (007) 607-3383
S0424,Jefri Nurdiyanti,whutasoit@hotmail.com,+62-102-172-5657
S0119,Drs. Malika Wijaya,nasim68@gmail.com,+62 (0904) 751-8158
S0257,Zizi Firgantoro,lasmonomegantara@yahoo.com,+62 (0321) 463-5351
S0056,"drg. Sarah Budiman, S.Ked",pratiwibetania@yahoo.com,+62-788-446-4121
S0321,Hilda Prakasa,afarida@yahoo.com,081 815 5238
S0488,Titi Padmasari,malikasaragih@gmail.com,+62-080-675-1487
S0061,"Karimah Putra, S.E.",malika08@gmail.com,(016) 433-2412
S0019,"Sutan Enteng Riyanti, M.Kom.",marsito73@yahoo.com,+62 (0493) 519-4469
S0002,"Jelita Irawan, S.Ked",agnessaputra@yahoo.com,(0711) 678 9718
S0260,Galar Simbolon,putrareksa@gmail.com,(0361) 357-3527
S0103,"Mursinin Uwais, M.Ak",marsitohutapea@yahoo.com,+62 (0457) 603 3776
S0290,"R.A. Rika Ramadan, S.Pt",marwataprabowo@hotmail.com,+62-273-130-0036
S0141,Ibrani Samosir,daliminhidayanto@hotmail.com,+62 (039) 182-6237
S0052,"Ida Mandala, S.Gz",ellis57@yahoo.com,+62 (13) 078 8149
S0392,Violet Suartini,taswirkusmawati@yahoo.com,(0397) 221-5790
S0141,Ibrani Samosir,daliminhidayanto@hotmail.com,+62 (039) 182-6237
S0150,"Dt. Balamantri Siregar, S.Pd",qwastuti@yahoo.com,+62-0156-002-8543
S0180,Dr. Lurhur Nugroho,hasta68@hotmail.com,(009) 653-8402
S0066,Artawan Nasyiah,isantoso@yahoo.com,+62-046-628-6945
S0437,Dr. Endra Saefullah,cakrabirawa51@yahoo.com,(003) 804-4928
S0494,"Mahdi Kurniawan, M.Kom.",emin53@yahoo.com,(0160) 168-2825
S0424,Jefri Nurdiyanti,whutasoit@hotmail.com,+62-102-172-5657
S0188,"Asmadi Melani, M.Kom.",kurniawanprabu@gmail.com,+62 (031) 809-3350
S0194,"KH. Latif Hidayat, S.Pt",kkusmawati@hotmail.com,(020) 519-1220
S0239,Rina Kurniawan,owastuti@hotmail.com,(001) 357 4744
S0481,Mila Gunawan,cagak44@hotmail.com,+62-061-625-1898
S0025,Prayoga Irawan,wastutizahra@yahoo.com,+62 (040) 123-1860
S0235,Elisa Prabowo,farah15@hotmail.com,+62-0113-923-9762
S0410,R.M. Dariati Laksmiwati,prakosayulianti@yahoo.com,+62 (0760) 933 0540
S0225,Sutan Hasta Riyanti,budilaksmiwati@gmail.com,(093) 952 2875
S0135,Puput Saragih,padmawasita@yahoo.com,+62 (0215) 996-3212
S0028,drg. Karya Gunarto,cagaknugroho@gmail.com,+62 (068) 218 4212
S0277,Upik Haryanti,zahra40@yahoo.com,+62-705-677-3233
S0461,R.A. Hesti Zulkarnain,harjoprasetya@hotmail.com,+62 (552) 200-9956
S0020,Aslijan Rahimah,satya71@gmail.com,(056) 192-3226
S0206,Melinda Hidayanto,mardhiyahirma@gmail.com,+62-066-477-9439
S0127,Puput Firgantoro,fprayoga@yahoo.com,+62 (23) 734-2324
S0111,Endah Nurdiyanti,tira16@gmail.com,(025) 974-3930
S0465,Sari Nashiruddin,pradanalantar@yahoo.com,+62 (099) 971-4730
S0149,Anita Tarihoran,maya84@gmail.com,(009) 998-8105
S0454,drg. Unjani Sudiati,brahayu@gmail.com,(000) 657 2824
S0443,Ajeng Tamba,vanesanashiruddin@yahoo.com,+62-515-860-7818
S0451,Jamal Wahyudin,ramasuartini@gmail.com,(0287) 105 8714
S0293,Irma Wulandari,windalestari@yahoo.com,+62 (34) 674-8014
S0473,Tgk. Talia Halim,dpratama@gmail.com,(0470) 279 6391
S0010,"Wakiman Riyanti, M.Pd",tomi64@hotmail.com,+62-55-078-0502
S0364,Tantri Prasetyo,ssamosir@yahoo.com,+62 (852) 403-1304
S0312,Hamzah Handayani,prasetyateddy@yahoo.com,081 029 6715
S0322,Dr. Prakosa Wahyuni,vivi92@gmail.com,+62 (011) 532-1129
S0038,Caraka Latupono,marasharyanti@gmail.com,(083) 703-2577
S0256,Tgk. Arsipatra Wahyudin,hafshahmanullang@hotmail.com,(011) 436 5487
S0011,Dr. Dewi Jailani,gunawanjefri@hotmail.com,+62 (790) 054-5863
S0289,"Puti Belinda Wijaya, S.H.",eriyanti@yahoo.com,+62 (0312) 713-8993
S0367,"Cahyono Gunarto, M.M.",kgunarto@yahoo.com,(0297) 439-9308
S0210,Pia Suartini,pnajmudin@yahoo.com,082 456 0971
S0431,Mulyanto Saputra,jokosiregar@gmail.com,+62-036-388-6778
S0361,Gaduh Halimah,silvia84@yahoo.com,+62-0781-688-4566
S0132,Purwanto Agustina,karmafarida@gmail.com,+62 (077) 609-9851
S0225,Sutan Hasta Riyanti,budilaksmiwati@gmail.com,(093) 952 2875
S0387,drg. Candrakanta Mansur,elisaharyanti@gmail.com,+62 (0580) 613-7353
S0137,Kuncara Haryanti,betaniathamrin@yahoo.com,+62 (58) 967 6827
S0187,"R. Kajen Hartati, M.TI.",ilyas22@yahoo.com,+62-818-858-8932
S0347,Reksa Puspita,esitumorang@hotmail.com,+62 (094) 171-7915
S0278,Daruna Megantara,gawatiusamah@hotmail.com,+62-443-415-3970
S0384,"T. Galuh Saragih, M.Pd",paulin01@hotmail.com,+62 (808) 768 2497
S0078,Farah Usada,kurnia36@yahoo.com,+62-192-806-6827
S0323,"Lili Pradipta, M.TI.",radika53@hotmail.com,(0013) 714 6891
S0313,"Safina Kuswandari, S.E.I",zkusumo@yahoo.com,+62-69-346-9006
S0410,R.M. Dariati Laksmiwati,prakosayulianti@yahoo.com,+62 (0760) 933 0540
S0101,"Cut Malika Namaga, M.Ak",gardianto@gmail.com,+62 (49) 634-2351
S0415,Gamanto Setiawan,owijaya@yahoo.com,+62 (053) 367-3619
S0328,Tira Manullang,mahfudhutagalung@yahoo.com,+62 (405) 960-2132
S0394,Martana Handayani,mpurnawati@gmail.com,+62-552-596-4529
S0477,Harjaya Santoso,yusuf03@yahoo.com,+62 (0311) 388-6640
S0428,Olga Andriani,cemani13@hotmail.com,+62 (82) 338 8435
S0017,Olga Hardiansyah,kamal11@yahoo.com,+62-008-327-9016
S0023,"Aisyah Mardhiyah, S.T.",endahsafitri@hotmail.com,(0301) 083-8053
S0325,Yuni Nababan,caraka59@yahoo.com,089 566 0038
S0334,"drg. Gangsar Maheswara, S.Psi",twaluyo@gmail.com,+62-0339-395-4358
S0235,Elisa Prabowo,farah15@hotmail.com,+62-0113-923-9762
S0244,R.M. Ismail Nainggolan,zulaikaparis@yahoo.com,+62 (0281) 698 1027
S0457,"Bancar Maryadi, S.Sos",awinarsih@yahoo.com,+62 (905) 273 6987
S0227,KH. Asman Prabowo,fyuliarti@hotmail.com,+62-25-047-1127
S0388,Zizi Puspita,cagerirawan@yahoo.com,+62 (99) 877 1968
S0138,Harjaya Mandala,farahkusumo@yahoo.com,+62-50-804-6570
S0295,Ophelia Kuswandari,hamima48@hotmail.com,+62 (78) 644 4663
S0437,Dr. Endra Saefullah,cakrabirawa51@yahoo.com,(003) 804-4928
S0186,"Edison Maheswara, S.T.",nalar54@hotmail.com,+62-083-081-7215
S0224,"Cinthia Pradana, S.Sos",waluyogalak@hotmail.com,0874844251
S0305,Cut Ina Hidayat,mumpuni31@gmail.com,+62 (0563) 512 5563
S0140,Cagak Halim,atma14@hotmail.com,+62 (0959) 104 2123
S0173,"Dr. Galih Yulianti, M.TI.",mansuryosef@gmail.com,+62 (713) 699 3602
S0034,"Dipa Zulkarnain, S.IP",nilam76@gmail.com,+62 (0054) 432 3031
S0281,Sakura Wijaya,xmaheswara@gmail.com,+62 (83) 914-9550
S0012,Dariati Kuswandari,sihombingpadmi@yahoo.com,+62-79-656-5578
S0195,"Sutan Gaman Maulana, S.Pd",xmaryati@hotmail.com,082 280 6622
S0154,"Diah Salahudin, S.Psi",gadasiregar@gmail.com,(0289) 354 3179
S0391,Mutia Permadi,namagasurya@hotmail.com,0862845244
S0161,Gatra Wijayanti,malik58@gmail.com,+62 (0147) 279 6603
S0317,Jaeman Ramadan,pangestubakiman@gmail.com,+62 (060) 060 1083
S0080,Yulia Sihombing,epratama@yahoo.com,(0184) 742 5832
S0434,Asirwada Hutapea,safitriwakiman@hotmail.com,(0951) 697 4546
S0145,Gilda Nuraini,dodo56@gmail.com,+62 (010) 542 6338
S0424,Jefri Nurdiyanti,whutasoit@hotmail.com,+62-102-172-5657
S0442,Ida Novitasari,bmulyani@hotmail.com,+62 (22) 949 3182
S0250,Ida Purwanti,novi63@gmail.com,+62 (0313) 255 5393
S0476,"Dirja Irawan, S.E.",gantar83@yahoo.com,0844682708
S0379,Marwata Wibisono,karyasitumorang@gmail.com,084 462 7117
S0070,Kani Wijayanti,yolandajagaraga@yahoo.com,+62-99-879-8402
S0362,Paris Anggriawan,dongoransarah@gmail.com,+62 (081) 387 6047
