,company_ID,company_name,company_pic,company_address,company_phone,company_email,company_field,transaction_date,level_training_process,purchasing_time_patterns,number_of_participants,group,total_payment,satisfaction,communication_channel,complaints,communication_quality,possibility_of_purchasing_the_same_training,frequency_engagement,brand_sustainability,rating_training,tren_mode_factor,interest_in_discount_program,training_ID,trainer_name,training_total_meetings,training_price,discount_training,training_type,training_name,cross_selling,upselling
48,P0049,BPRS Amanah Ummah,drg. Warsa Tarihoran,"Jalan Rawamangun No. 0
Samarinda, KS 11875",(0437) 190-5497,upiknashiruddin@example.com,"Pertanian, Kehutanan dan Perikanan",2020-02-18,5,diskon,8,Group,114000000.0,5,social media,positif,bagus,90,10,2,4,Ya,5,B0049,Ibun,14,7000000,50,Leadership & Managerial Series,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation
49,P0050,BPD Papua,Ade Wibowo,"Jalan Asia Afrika No. 812
Blitar, Sulawesi Selatan 76203",+62 (059) 647-6377,ajimatpertiwi@example.com,Aktivitas Badan Internasional Dan Badan Ekstra Internasional Lainnya,2020-02-19,5,diskon,8,Group,91200000.0,5,social media,positif,bagus,89,10,2,4,Ya,5,B0050,Reza,13,10000000,60,Leadership & Managerial Series,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation
50,P0051,BPD Papua,Rika Rahimah,"Jl. S. Parman No. 41
Semarang, Sulawesi Selatan 41527",(0357) 912 1048,himawanhalimah@example.com,Aktivitas Jasa Lainnya,2020-02-20,5,diskon,10,Group,86400000.0,5,social media,positif,bagus,93,10,2,4,Ya,5,B0051,Rian,14,7000000,60,Leadership & Managerial Series,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation
51,P0052,BPD SULUT GO,Hairyanto Aryani,"Gg. Kapten Muslihat No. 56
Tanjungpinang, Aceh 95363",+62-46-125-6383,prastutimelinda@example.com,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan dan Penunjang Usaha Lainnya",2020-02-21,5,diskon,15,Group,96000000.0,5,social media,positif,bagus,94,10,2,5,Ya,5,B0052,Ibun,17,7000000,60,Leadership & Managerial Series,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation
52,P0053,Hyundai Motors Indonesia,Pangestu Setiawan,"Gang Kapten Muslihat No. 77
Serang, Maluku 19066",+62 (0637) 638-4372,cornelia89@example.org,Konstruksi,2020-02-22,5,diskon,3,Group,120000000.0,5,social media,positif,bagus,89,10,2,3,Ya,5,B0053,Lukas,11,11000000,50,Leadership & Managerial Series,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation
53,P0054,Hino Motor Sales Indonesia,Hani Puspita,"Jl. PHH. Mustofa No. 834
Kota Administrasi Jakarta Barat, SR 31753",+62 (868) 893 7915,gatot74@example.org,Informasi Dan Komunikasi,2020-02-23,5,diskon,15,Group,108000000.0,5,social media,positif,bagus,86,10,2,5,Ya,5,B0054,Ibun,17,7000000,50,Leadership & Managerial Series,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation
54,P0055,Mitsubishi Chemica Indonesia,"drg. Fitria Rahimah, M.TI.","Gang Kiaracondong No. 98
Prabumulih, Nusa Tenggara Barat 38704",+62 (027) 585 9509,tantriwacana@example.com,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",2020-02-24,5,diskon,7,Group,86400000.0,5,social media,positif,bagus,86,10,2,4,Ya,5,B0055,Ibun,14,5000000,60,Leadership & Managerial Series,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation
55,P0056,Futaba,"Darijan Prabowo, S.E.","Gang Cihampelas No. 057
Pontianak, NB 44990",+62 (0590) 974 0014,jagapati57@example.com,Aktivitas Badan Internasional Dan Badan Ekstra Internasional Lainnya,2020-02-25,5,diskon,15,Group,114000000.0,5,social media,positif,bagus,87,10,2,5,Ya,5,B0056,Reza,17,11000000,50,Leadership & Managerial Series,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation
56,P0057,Sarana  Multi Infrastruktur (SMI),Rahmi Sitorus,"Jl. Astana Anyar No. 53
Cirebon, ST 01283",+62 (13) 569 0591,hassanahjono@example.org,"Kesenian, Hiburan Dan Rekreasi",2020-02-26,5,diskon,17,Group,108000000.0,5,social media,positif,bagus,86,10,2,5,Ya,5,B0057,Haris,17,10000000,50,Leadership & Managerial Series,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation
57,P0058,Asuransi Cigna,Leo Usamah,"Jl. Suryakencana No. 180
Pagaralam, Bengkulu 18802",+62 (009) 149-7195,kawacanatsir@example.net,Konstruksi,2020-02-27,5,diskon,4,Group,91200000.0,5,social media,positif,bagus,89,10,2,2,Ya,5,B0058,Reza,11,11000000,60,Leadership & Managerial Series,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation
58,P0059,Futaba,"drg. Kiandra Hutagalung, S.Kom","Gang Rajawali Timur No. 9
Pasuruan, Sulawesi Tenggara 52523",+62 (015) 867-9818,pfarida@example.org,Industri Pengolahan,2020-02-28,5,diskon,8,Group,108000000.0,5,social media,positif,bagus,87,10,2,4,Ya,5,B0059,Reza,12,9000000,50,Leadership & Managerial Series,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation
59,P0060,Pama Persada,"Dt. Ibun Prayoga, S.H.","Jl. Suniaraja No. 48
Mojokerto, Maluku 89126",+62-644-992-3702,jaya88@example.com,Aktivitas Keuangan dan Asuransi,2020-02-29,5,diskon,14,Group,108000000.0,5,social media,positif,bagus,93,10,1,5,Ya,5,B0060,Ibun,17,7000000,50,Leadership & Managerial Series,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation
60,P0061,Mizuho Balimore Finance,Hamima Natsir,"Gang Waringin No. 9
Manado, Sulawesi Tengah 99024",+62 (01) 432 0094,tampubolonnabila@example.com,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",2020-03-01,5,diskon,8,Group,120000000.0,5,social media,positif,bagus,93,10,1,3,Ya,5,B0061,Ibun,14,7000000,50,Leadership & Managerial Series,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation
61,P0062,Assa Rent,Tri Purnawati,"Gang Jayawijaya No. 01
Surakarta, AC 13945",+62 (90) 020 5556,nrima55@example.net,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",2020-03-02,5,diskon,8,Group,114000000.0,5,social media,positif,bagus,90,10,2,3,Ya,5,B0062,Iqbal,14,6000000,50,Leadership & Managerial Series,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation
62,P0063,BPD Kaltim,Hari Fujiati,"Gg. Jakarta No. 90
Sawahlunto, Sulawesi Tengah 18302",+62 (20) 902 5533,hassanahputu@example.com,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",2020-03-03,5,diskon,15,Group,114000000.0,5,social media,positif,bagus,91,10,2,5,Ya,5,B0063,Ibun,15,5000000,50,Leadership & Managerial Series,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation
63,P0064,BPRS Buana Mitra Perwira – Purbalingga,Aurora Saptono,"Gang Antapani Lama No. 5
Banjarbaru, SG 30405",+62 (282) 056 7690,melanimustika@example.org,"Pertanian, Kehutanan dan Perikanan",2020-03-04,5,diskon,18,Group,99000000.0,5,social media,positif,bagus,86,10,1,5,Ya,5,B0064,Ibun,17,7000000,50,Leadership & Managerial Series,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation
64,P0065,BPD Kaltim,Ir. Jagapati Rajasa,"Jalan Medokan Ayu No. 370
Padangpanjang, Jawa Barat 42020",+62 (0495) 264 6503,waskitaenteng@example.org,Konstruksi,2020-03-05,5,diskon,12,Group,104500000.0,5,social media,positif,bagus,85,10,1,4,Ya,5,B0065,Rian,14,4000000,50,Leadership & Managerial Series,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation
65,P0066,Bank Syariah Patriot,Pangestu Santoso,"Gg. Medokan Ayu No. 7
Bandung, ST 16812",+62-09-465-1852,kenariwinarno@example.com,Konstruksi,2020-03-06,5,diskon,17,Group,99000000.0,5,social media,positif,bagus,85,10,2,5,Ya,5,B0066,Reza,17,11000000,50,Leadership & Managerial Series,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation
66,P0067,Kospin Jasa,Fitria Uwais,"Gang Ciumbuleuit No. 941
Sorong, Sulawesi Barat 71463",(031) 275-2454,hprastuti@example.org,Aktivitas Kesehatan Manusia Dan Aktivitas Sosial,2020-03-07,5,diskon,2,Group,120000000.0,5,social media,positif,bagus,86,10,1,2,Ya,5,B0067,Ibun,8,4000000,50,Leadership & Managerial Series,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation
67,P0068,Surveyor Indonesia,Mulya Haryanti,"Gang Laswi No. 7
Langsa, KR 98174",+62 (625) 345 3539,ahutapea@example.org,Aktivitas Kesehatan Manusia Dan Aktivitas Sosial,2020-03-08,5,diskon,12,Group,120000000.0,5,social media,positif,bagus,85,10,2,5,Ya,5,B0068,Iqbal,17,7000000,50,Leadership & Managerial Series,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation
68,P0069,BPRS Rahma Syariah,Mustika Halim,"Jl. Ciwastra No. 22
Batu, Maluku Utara 25099",(0316) 508-2742,mprastuti@example.net,Aktivitas Jasa Lainnya,2020-03-09,5,diskon,6,Group,120000000.0,5,social media,positif,bagus,94,10,1,2,Ya,5,B0069,Reza,11,11000000,50,Leadership & Managerial Series,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation
69,P0070,SK Consulting,R. Tomi Kuswoyo,"Jalan Rajawali Barat No. 66
Banjar, Maluku Utara 30463",+62-493-265-2638,zrahmawati@example.org,Aktivitas Keuangan dan Asuransi,2020-03-10,5,diskon,3,Group,114000000.0,5,social media,positif,bagus,86,10,1,3,Ya,5,B0070,Ibun,11,4000000,50,Leadership & Managerial Series,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation
70,P0071,TACO,Almira Kurniawan,"Jl. Lembong No. 77
Sukabumi, Jawa Barat 62211",+62 (044) 201-6835,wnurdiyanti@example.net,Real Estat,2020-03-11,5,diskon,7,Group,104500000.0,5,social media,positif,bagus,93,10,1,4,Ya,5,B0071,Ibun,14,7000000,50,Leadership & Managerial Series,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation
71,P0072,TACO,Ella Hutasoit,"Gg. Dipatiukur No. 849
Tegal, Aceh 09680",+62-0995-892-3637,jonomandala@example.com,Aktivitas Jasa Lainnya,2020-03-12,5,diskon,8,Group,108000000.0,5,social media,positif,bagus,92,10,2,4,Ya,5,B0072,Reza,14,11000000,50,Leadership & Managerial Series,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation
72,P0073,TACO,"dr. Ella Pratiwi, M.M.","Jl. Dipenogoro No. 5
Palembang, LA 56584",+62 (0797) 409 0072,rika18@example.com,Aktivitas Keuangan dan Asuransi,2020-03-13,5,diskon,6,Group,108000000.0,5,social media,positif,bagus,94,10,1,3,Ya,5,B0073,Ibun,11,9000000,50,Leadership & Managerial Series,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation
73,P0074,Hutama Karya Infrastruktur,Sutan Jarwa Prabowo,"Gang Cikutra Barat No. 93
Sibolga, KB 47987",+62-30-019-5451,danggraini@example.org,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,2020-03-14,5,diskon,8,Group,114000000.0,5,social media,positif,bagus,92,10,1,4,Ya,5,B0074,Alam,14,10000000,50,Leadership & Managerial Series,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation
74,P0075,Hutama Karya Infrastruktur,Cawisono Saragih,"Gang Abdul Muis No. 44
Cilegon, Sulawesi Tenggara 75234",+62-060-627-3068,hutasoitnajam@example.net,Aktivitas Badan Internasional Dan Badan Ekstra Internasional Lainnya,2020-03-15,5,diskon,5,Group,108000000.0,5,social media,positif,bagus,88,10,2,2,Ya,5,B0075,Reza,9,9000000,50,Leadership & Managerial Series,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation
75,P0076,MPM Finance,Laila Handayani,"Gang Pacuan Kuda No. 236
Padang Sidempuan, Papua Barat 70092",+62 (0349) 358-0011,wpermadi@example.org,Pendidikan,2020-03-16,5,diskon,2,Group,114000000.0,5,social media,positif,bagus,89,10,1,1,Ya,5,B0076,Alam,8,10000000,50,Leadership & Managerial Series,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation
76,P0077,Bank Of CHina,"Ulva Palastri, S.I.Kom","Gang KH Amin Jasuta No. 07
Prabumulih, PA 13097",+62-13-090-4370,bajraginpermadi@example.org,Pertambangan dan Penggalian,2020-03-17,5,diskon,1,Group,114000000.0,5,social media,positif,bagus,92,10,1,2,Ya,5,B0077,Iqbal,8,10000000,50,Leadership & Managerial Series,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation
77,P0078,Bank Mestika Dharma (Tim Procurement),Karsana Rajata,"Jalan Rajawali Timur No. 19
Padang, MA 51574",+62 (005) 415 2799,jaeman88@example.org,"Kesenian, Hiburan Dan Rekreasi",2020-03-18,5,diskon,5,Group,120000000.0,5,social media,positif,bagus,86,10,1,3,Ya,5,B0078,Haris,11,10000000,50,Leadership & Managerial Series,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation
78,P0079,Bank Mestika Dharma (Tim Procurement),Gawati Uyainah,"Gang M.T Haryono No. 208
Salatiga, Lampung 17581",+62 (40) 685 0687,wastutirini@example.com,Aktivitas Kesehatan Manusia Dan Aktivitas Sosial,2020-03-19,5,diskon,8,Group,120000000.0,5,social media,positif,bagus,86,10,2,4,Ya,5,B0079,Haris,14,6000000,50,Leadership & Managerial Series,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation
79,P0080,PP (Persero) Tbk,Lanang Novitasari,"Gang Rajawali Timur No. 495
Palangkaraya, SR 92723",(0163) 500 5525,auyainah@example.org,IPenyediaan Akomodasi Dan Penyediaan Makan Minum,2020-03-20,5,diskon,7,Group,114000000.0,5,social media,positif,bagus,92,10,1,3,Ya,5,B0080,Rian,13,6000000,50,Leadership & Managerial Series,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation
80,P0081,BPRS HIK Cibitung,Yosef Maulana,"Gg. Moch. Ramdan No. 4
Blitar, PB 54490",+62-580-499-6446,uchitakusumo@example.com,Aktivitas Kesehatan Manusia Dan Aktivitas Sosial,2020-03-21,5,diskon,11,Group,120000000.0,5,social media,positif,bagus,87,10,2,4,Ya,5,B0081,Ibun,11,2000000,50,Leadership & Managerial Series,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation
81,P0082,SK Consulting,Drs. Bakijan Utami,"Gg. Siliwangi No. 4
Denpasar, NB 22332",+62 (848) 391 4000,aditya32@example.org,Konstruksi,2020-03-22,5,diskon,13,Group,108000000.0,5,social media,positif,bagus,90,10,2,5,Ya,5,B0082,Reza,15,9000000,50,Leadership & Managerial Series,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation
82,P0083,TACO,Sadina Halim,"Gg. Sadang Serang No. 22
Kota Administrasi Jakarta Barat, Jawa Timur 00117",+62 (0933) 616-9029,salahudindagel@example.net,Aktivitas Jasa Lainnya,2020-03-23,5,diskon,14,Group,114000000.0,5,social media,positif,bagus,88,10,1,5,Ya,5,B0083,Reza,17,11000000,50,Leadership & Managerial Series,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation
83,P0084,Jasaraharja Lampung,Rina Ardianto,"Gg. Jend. Sudirman No. 615
Kota Administrasi Jakarta Timur, Sulawesi Selatan 72786",(098) 001 0491,bagus93@example.org,Industri Pengolahan,2020-03-24,5,diskon,13,Group,108000000.0,5,social media,positif,bagus,88,10,2,4,Ya,5,B0084,Lukas,17,11000000,50,Leadership & Managerial Series,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation
